judul,penulis,dp1,dp2,abstrak
PEMANFAATAN TOGAF ADM UNTUK PERANCANGAN SISTEM INFORMASI DINAS PERINDUSTRIAN & PERDAGANGAN SEBAGAI SUB SISTEM ARSITEKTUR E-GOVERNMENT KABUPATEN BANGKALAN, Norman," M. Kautsar Sophan, S.Kom., M. MT.","Yeni Kustiyahningsih S.Kom., M.Kom.","Penyusunan sistem informasi dinas perindustrian & perdagangan (disperindag) kabupaten bangkalan dibuat untuk meningkatkan kualitas pelayanan dan membantu proses kinerja dari dinas tersebut. salah satu faktor pendorong pemanfaatan sistem informasi yang lebih baik adalah semakin meningkatnya kebutuhan fungsi pelayanan yang dijalankan. tujuan dari penerapan arsitektur enterprise adalah menciptakan keselarasan antara bisnis dan teknologi informasi bagi kebutuhan instansi, penerapan arsitektur enterprise tidak terlepas dari bagaimana sebuah instansi merencanakan dan merancang arsitektur enterprise tersebut. togaf adm merupakan metodologi yang lengkap, banyak instansi yang tidak memahami secara jelas tentang tahapan – tahapan dari metodologi tersebut diterjemahkan ke dalam aktivitas perancangan arsitektur enterprise. tahapan dalam perancangan arsitektur enterprise sangatlah penting dan akan berlanjut pada tahapan berikutnya yaitu rencana implementasi. togaf adm memiliki empat komponen utama: arsitektur bisnis, arsitektur data, arsitektur teknologi dan arsitektur aplikasi. pada intinya togaf digunakan untuk membuat arsitektur enterprise dari semua aspek tersebut yang menghasilkan model dan kerangka dasar dalam mengembangkan sistem informasi yang terintegrasi untuk mendukung kebutuhan dinas perindustrian & perdagangan sesuai dengan peraturan bupati bangkalan nomor 38 tahun 2010 tentang uraian tugas jabatan struktural pada dinas perindustrian dan perdagangan."
APLIKASI METODE FUZZY ANALYTIC NETWORK PROCESS (FANP) UNTUK MENDUKUNG KEPUTUSAN PROSES PROMOSI JABATAN DI PT. SURYA MADISTRINDO PAMEKASAN," Robiatul Adawiyah, S.Kom"," Diana Rahmawati, S.T, M.T","Budi Dwi Satoto, S.T, M.Kom","Perusahaan pemerintah maupun swasta mempunyai tujuan yang harus dicapai. pencapaian tujuan perusahaan dapat dilakukan dengan pemanfaatan sumber daya yang dimiliki secara optimal, salah satu sumber daya tersebut adalah sumber daya manusia yang dimiliki oleh perusahaan. sesuai dengan peraturan yang telah ditetapkan pt. surya madistrindo pamekasan dalam melakukan proses promosi jabatan, maka diperlukan kriteria-kriteria seperti aspek kapasitas intelektual, aspek sikap kerja, dan aspek perilaku yang masing-masing mempunyai sub kriteria tersendiri. metode yang digunakan adalah metode fuzzy analytic network process (fanp). metode fanp sendiri digunakan untuk mencari bobot prioritas kepentingan dari seluruh kriteria dan sub kriteria yang telah ditetapkan dan sebagai proses perangkingan atas bobot kriteria masing-masing data karyawan. pembobotan diperoleh dari hasil kuesioner yang dilakukan oleh pimpinan perusahaan. proses perangkingan dilakukan dengan cara mengalikan nilai bobot dari kriteria ke tiap-tiap sub kriteria sehingga mampu menyeleksi karyawan yang berhak menduduki jabatan yang tersedia berdasarkan kriteria-kriteria yang ditentukan. dari hasil uji coba dalam menyelesaikan studi kasus proses promosi jabatan karyawan menghasilkan nilai akurasi sebesar 80%.   kata kunci 	: 	sistem pendukung keputusan, promosi jabatan,  fuzzy analytic network process (fanp)"
"SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI MENU DIET BAGI PASIEN RAWAT INAP MENGGUNAKAN METODE HARRIS BENEDICT DAN EUCLIDEAN (Studi Kasus : RSUD Dr. H. Moh. Anwar Sumenep)
", Desy Mariana S. Kom," Haryanto ST, MT","Firli Irhamni ST, M. Kom","Pelayanan makanan bagi pasien rawat inap di rumah sakit mempunyai tujuan untuk memberikan menu diet yang sesuai dengan syarat gizi minimal dan sesuai dengan penyakit yang diderita pasien.  sampai saat ini menu yang disediakan pihak rumah sakit kurang memperhatikan kebutuhan kalori pasiennya per individu. sehingga mengakibatkan penyediaan makanan kepada pasien tidak sesuai dengan kebutuhan kalori perhari dari pasien. oleh karena itu dibuatlah sistem pendukung keputusan untuk rekomendasi menu diet pasien sebagai alat bantu dalam penyediaan menu makanan bagi pasien metode yang digunakan yaitu metode harris benedict untuk perhitungan total kalori pasien dan metode euclidean untuk perankingannya, maka diharapkan aplikasi sistem pendukung keputusan yang dibuat ini mampu untuk merekomendasikan menu diet kepada pasien beserta penjelasan mengenai kebutuhan kalori perhari untuk asupan makanan perhari dan makanan yang harus dibatasi.  kata kunci :  sistem pendukung keputusan, harris benedict dan euclidean"
RANCANG BANGUN APLIKASI PEMILIHAN TEKNIK REKAYASA KEBUTUHAN MENGGUNAKAN METODE SELF ORGANIZING MAP BERBASIS EUCLIDEAN DISTANCE DAN CANBERRA DISTANCE MATRIX, Lia Fransiska," Firli Irhamni S.T, M.Kom","Budi Dwi Satoto S.T, M.Kom","Penyusunan sistem pendukung keputusan pemilihan teknik rekayasa kebutuhan dibuat untuk membantu pengembang perangkat lunak dalam membangun sebuah proyek perangkat lunak. pemilihan teknik rekayasa kebutuhan umumnya berdasarkan pada pilihan system dan analis yang bersangkutan daripada berdasarkan karakteristik teknik rekayasa kebutuhan yang sesuai pada proyek perangkat lunak tersebut. untuk dapat menghasilkan perangkat lunak yang baik maka proses evaluasi dan pemilihan teknik rekayasa kebutuhan merupakan salah satu tahap yang sangat penting dalam sebuah proyek pengembangan perangkat lunak. 	didalam spk ini dilakukan proses pemilihan antara teknik rekayasa kebutuhan dan kriteria atribut project yang diinginkan oleh pengembang perangkat lunak. selanjutnya dilakukan proses clustering menggunakan metode self organizing map (som). parameter yang digunakan dalam adalah distance matrix karena paling tepat digunakan untuk menangani data multi dimensional. euclidean dan canberra adalah jenis distance matrix yang lazim digunakan karena tingkat akurasinya yang baik untuk menangani kasus data riil. hasil akhir yang diperoleh yaitu membandingkan hasil clustering menggunakan metode som berbasis euclidean distance dan canberra distance matrix. sehingga menghasilkan teknik rekayasa kebutuhan yang efisien, obyektif dan sesuai dengan karakteristik proyek perangkat lunak. kata kunci : sistem pendukung keputusan, teknik rekayasa kebutuhan, clustering, self organizing map, canberra distance matrix"
DETEKSI COREPOINT SIDIK JARI MENGGUNAKAN METODE GEOMETRY OF REGION TECHNIQUE (GR), Erwina Safitri," Dr. Indah Agustien, S.Kom., M.Kom","Fitri Damayanti, S.Kom., M.Kom","Sidik jari adalah salah satu karakteristik fisik manusia yang saat ini banyak digunakan untuk identifikasi manusia, karena sidik jari mempunyai karakteristik yang tidak dapat berubah kecuali jika luka atau rusak akibat kecelakaan. sidik jari sangat diperlukan untuk berbagai kasus tindak kriminal, seperti pencurian, kecurangan administrasi. sehingga adanya proses pendeteksian sidik jari dapat memudahkan pihak-pihak yang berwajib untuk menangani beberapa kasus tersebut. proses pendeteksian ini di lakukan dalam program komputer dengan melakukan beberapa tahap perhitungan. penentuan titik tengah atau yang biasa di kenal dengan corepoint adalah sebuah proses awal yang sangat berperan penting dalam proses identifikasi manusia. terdapat dua cara untuk menentukan corepoint atau titik tengah sidik jari yaitu secara manual dan otomatis. secara manual dapat di lakukan dengan kasat mata. sedangkan secara otomatis dapat di tentukan dengan menggunakan suatu sistem. pada tugas akhir ini untuk menentukan corepoint sidik jari secara otomatis digunakan metode geometry of region technique (gr).citra yang digunakan pada tugas akhir diperoleh dari “database fvc-2002 fingerprint-bitmaps”. hasil uji coba sistem yang terbaik untuk deteksi corepoint sidik jari menggunakan metode geometry of region technique (gr) dengan m0=50 dan v0=50 pada proses normalisasi dan menggunakan ukuran blok 3 x 3 pixel. hasil akurasi sistem yang didapatkan sebesar 70%. kata kunci : sidik jari, corepoint, geometry of region technique (gr), normalisasi"
"SISTEM PENENTUAN STATUS GIZI PASIEN RAWAT INAP
MENGGUNAKAN METODE NAÏVE BAYES CLASSIFIER
(STUDI KASUS : RSUD DR. H. SLAMET
MARTODIRDJO PAMEKASAN)", Nur Anggraeni," Diana Rahmawati, ST.M.T","Firli Irhamni, ST.M.Kom","Di indonesia masalah perkembangan gizi adalah masalah yang perlu perhatian lebih. jika seseorang tidak mengetahui tentang status gizinya, maka tidak akan dapat mengontrol berapa banyak jumlah gizi yang dibutuhkan dalam tubuh. dalam penelitian ini dirancang aplikasi sistem pendukung keputusan yang digunakan untuk menentukan status gizi pasien dan memberikan solusi makanan pada pasien sesuai riwayat penyakit yang di derita pasien. sistem yang dirancang ini berbasis web, dan memudahkan pihak admin atau ahli gizi rumah sakit dalam penentuan status gizi pasien. diharapkan dengan adanya aplikasi ini dapat memberikan efisien dan efektifitas kinerja setiap pihak. metode yang digunakan dalam penelitian ini menggunakan naïve bayes classifier (nbc). metode terbaru yang di gunakan untuk memprediksi probabilitas.metode naïve bayes classifier melakukan proses penentuan perhitungan probabilitas status gizi. dimana dicari nilai probabilitas terbesar yang kemudian menjadi kesimpulan penentuan status gizi. metode ini dapat diterapkan dalam studi kasus sistem penentuan status gizi pasien dengan hasil akurasi terbesar 92%. kata kunci : naïve bayes classifier, sistem pendukung keputusan, status gizi, web"
"PENGENALAN TULISAN TANGAN HURUF ALFABET
DENGAN METODE MODIFIED DIRECTION FEATURE (MDF)
DAN LEARNING VECTOR QUANTIZATION (LVQ)", Hilyati Safitri," Fitri Damayanti S.Kom., M.Kom","Kurniawan Eka Permana S.Kom., M.Sc.","Pengenalan tulisan tangan merupakan topik penelitian yang sangat populer saat ini. para peneliti telah banyak melakukan usaha-usaha untuk membuat sistem pengenalan tulisan tangan otomatis dengan berbagai teknik yang berbeda. penelitian ini membahas pengembangan sistem pengenalan tulisan tangan offline yang menggunakan pencirian lokal dari karakter-karakter tulisan tangan. salah satu faktor penentu dalam pengenalan tulisan tangan adalah model atau bentuk tulisan tangan dari penulis yang mampu dikenali. tiap penulis pasti memiliki gaya menulis atau bentuk tulisan tangan yang berbeda. metode yang digunakan untuk pengenalan pola tulisan tangan pada penelitian ini adalah modified direction feature (mdf) untuk proses ekstraksi fitur dan learning vector quantization (lvq) untuk proses klasifikasi. proses ekstraksi fitur pada metode mdf dilakukan dengan cara penentuan arah garis dan posisi  dari tiap-tiap piksel. sedangkan untuk proses pelatihan data menggunakan  metode learning vector quantization (lvq), metode ini akan menghasilkan bobot yang akan digunakan untuk proses pengenalan citra huruf tulisan tangan. dari uji coba yang dilakukan pada sistem, hasil terbaik untuk pengenalan citra huruf tulisan tangan diperoleh dengan jumlah data pelatihan sebanyak 260 citra dan data uji coba sebanyak 52 citra. hasil akurasi sistem yang didapatkan sebesar 71,15 %.  kata kunci: tulisan tangan, modified direction feature, learning vector quantization"
PENGENALAN POLA SENYUMAN BERBASIS EKSTRAKSI FITUR PRINCIPAL COMPONENT ANALYSIS (PCA) DAN LINIER DESCRIMINANT ANALYSIS (LDA), SITI KHOLILAH," RIMA TRI WAHYUNINGRUM, S.T., M.T","HARYANTO, S.T., M.T","Citra senyum merupakan salah satu fitur biometrik yang dapat dijadikan sebagai bukti autentik dari seseorang. sistem pengenalan pola (pattern recognition) secara komputerisasi, akan mengetahui identitas atau ciri diri seseorang. pengenalan senyum telah banyak diteliti oleh banyak kalangan. salah satu bentuk penerapan pengenalan pola senyum ini adalah mengetahui senyum seseorang sehingga nantinya senyum tersebut dapat dikenali oleh komputer dan disimpan dalam database. terdapat dua cara untuk menentukan pola senyuman yaitu secara manual dan otomatis. secara manual dapat dilakukan dengan kasat mata, sedangkan secara otomatis dapat di tentukan dengan menggunakan suatu sistem. pada  tugas akhir ini, mengidentifikasi senyuman secara otomatis digunakan metode principal component analysis (pca) dan linier descriminant analysis (lda), dimana jenis senyuman pada tugas akhir ini dibagi menjadi lima bagian, yaitu senyum manis, senyum mengejek, senyum yang dipaksakan, senyum tertutup dan senyum terbuka. penggunaan metode ekstraksi fitur  yang tepat dan efisien  sangat menentukan keberhasilan dari sistem pengenalan pola secara keseluruhan. untuk metode klasifikasi pengenalan pola menggunakan euclidean distance atau manhattan distance. dari hasil uji coba menggunakan 175 gambar data pelatihan didapatkan tingkat akurasi pca adalah 89.8% pada ordered3. sedangkan hasil uji coba menggunakan pca & lda didapatkan tingkat akurasi 100% pada ordered3."
"SISTEM PEROLEHAN CITRA BERBASIS ISI MENGGUNAKAN
GRAY LEVEL DIFFERENCE METHOD BERDASARKAN
CIRI TEKSTUR PADA POLA BATIK
", Nansy Lovitasari," Fitri Damayanti, S.Kom., M.Kom","Rima Tri Wahyuningrum, S.T., M.T","Batik adalah kerajinan yang memiliki nilai seni tinggi dan telah menjadi bagian dari budaya indonesia sejak lama. batik di indonesia mempunyai beragam jenis tekstur batik, warna batik, dan pola batik yang mencerminkan asal usul daerah dari batik tersebut. saat ini pencarian citra berbasis teks sudah tidak efektif lagi karena adanya penilaian subjektif dari pengguna dalam merepresentasikan suatu citra. karena itu diperlukan suatu sistem yang dapat menangani pencarian citra menggunakan query berupa citra atau disebut sistem perolehan citra berbasis isi (spci) atau content based image retrieval (cbir). penelitian  ini menggunakan ciri tekstur sebagai proses pencarian kemiripan dari delapan kelas citra batik yang  berbeda yaitu: cirebon, bali, bangkalan, pamekasan, sumenep, yogyakarta, solo, dan pekalongan sebagai objek perolehan citra berbasis isi. sistem dibangun dengan proses utamanya yaitu ekstraksi fitur tekstur dengan menggunakan metode gray level difference method (gldm) menggunakan empat arah utama. gldm menghitung perbedaan mutlak antara sepasang derajat keabuan yang terpisah oleh jarak dan arah tertentu. hasil ekstraksi fitur dilakukan pengukuran jarak kemiripan menggunakan metode euclidean distance. dari uji coba aplikasi menggunakan pengukuran kemiripan euclidean distance dengan nilai threshold=7 diperoleh akurasi presisi sebesar  61%  pada data pelatihan 168 dan data uji coba 32 dengan 10 citra yang ditampilkan. "
ONTOLOGY SEMANTIC WEB UNTUK PENCARIAN TUGAS AKHIR PADA SISTEM INFORMASI TUGAS AKHIR(SIMTAK), Daniyar Bagus Prasetya," Firdaus Solihin S.kom,.M.kom","Kurniawan Eka P. S.kom,.M.sc","Kebutuhan pencarian data pada internet yang cepat dan tepat saat ini menjadi faktor penting para pengguna layanan internet. sistem informasi tugas akhir (simtak) yang digunakan di fakultas teknik universitas trunojoyo madura juga membutuhkan pencarian data yang tepat dan cepat berdasarkan konteks. sistem pencarian yang dipakai saat ini adalah pencarian database dimana masih belum mampu memberikan hasil pencarian yang sesuai dengan konteks atau keywords yang diinputkan. untuk memiliki kebenaran dalam sistem kecerdasan, pengetahuan perlu ditangkap, diproses, digunakan kembali, dan disampaikan. ontologi mendukung semua tugas ini. ontologi adalah spesifikasi dari konseptualisasi. semantik web adalah sebuah abstrak representasi pada world wide web (www) yang berbasiskan pada sebuah standar yang didefinisikan menggunakan resource description framework (rdf) dan ontology web language (owl) ide dasarnya adalah untuk membawa web memiliki definisi dan link data sehingga dapat digunakan lebih efektif untuk mencari, otomasi, integrasi dan reuse informasi pada berbagai aplikasi. semantik web didefinisikan sebagai sekumpulan teknologi, dimana memungkinkan komputer memahami arti dari sebuah informasi berdasarkan metadata, yaitu informasi mengenai isi informasi seperti judul, pengarang, modifikasi tanggal pada halaman web, dan hak cipta pada halaman web. dengan menggunakan semantik web, pencarian tugas akhir ini mampu memberikan hasil berdasarkan persamaan makna kata pada keyword yang diinputkan oleh user. kata kunci : mesin pencari, semantic web, tugas akhir. abstract"
RANCANG BANGUN APLIKASI INTRUSION PREVENTION SYSTEM PADA JARINGAN BERBASIS PROTOKOL TCP/IP MENGGUNAKAN SNORT DAN IPTABLES, BAHRUL ULUM," Meidya Koeshardianto, S.Si., M.T","Eza Rahmanita, S.T., M.T","Dalam setiap perusahaan tentunya memiliki data penting berkaitan dengan kegiatan bisnis mereka yang perlu dijaga dan diamankan dari orang yang tidak berhak mengaksesnya. seringkali  muncul aksi ilegal yang mencoba merusak server bahkan sampai mencuri data perusahaan bisa mengakibatkan kesalahan fatal terhadap kelancaran kegiatan bisnis perusahaan disebabkan data yang tidak valid lagi. menyikapi masalah tersebut, maka diperlukannya sistem monitoring keamanan yang mampu mengamankan server dari tindakan penyusupan. intrusion prevention system (ips) merupakan solusi yang mampu memberikan keamanan pada jaringan server dari tindakan penyusupan. ips ini mengembangkan snort sebagai fungsi pendeteksi yang dikombinasikan dengan iptables firewall sebagai pencegah adanya penyusupan. ips ini juga dilengkapi dengan user interface base (basic analysis and security engine)  dan manajemen rule sehingga memudahkan admin untuk memonitor sistem keamanan dari tindakan penyusupan ke jaringan server. snort akan membuat alert ketika terdeteksi adanya serangan yang disimpan dalam log snort dan memerintahkan iptables untuk melakukan drop terhadap alamat penyerang. kemudian detail serangan bisa dilihat pada tampilan user interface base. dari hasil pengujian, didapatkan bahwa snort dan iptables telah bekerja dengan baik menjadi ips yang mampu memberikan respon secara cepat ketika terdeteksi adanya serangan. waktu tanggap rata-rata kurang dari 5 detik, dari awal serangan sampai terdeteksinya alert."
APLIKASI CITRA MOSAIK PANORAMIK MENGGUNAKAN METODE WATERSHED, Sri Rahma Puspa Sari," Eza Rahmanita, S.T.,M.T.","Meidya Koeshardianto, S.Si.,M.T.","Citra digital banyak dimanfaatkan dalam berbagai aspek kehidupan,oleh karena itu membutuhkan tampilan citra yang yang dapat merepresentasikan objek yang terdapat dalam citra tersebut. salah satu permasalahan yang ada saat melakukan pengambilan gambar (citra) adalah kemampuan untuk mengambil gambar yang sangat luas sehingga gambar harus diambil beberapa kali yang menyebabkan gambar atau objeknya menjadi terpisah-pisah. untuk mengatasi permasalahan ini diperlukan proses penggabungan citra. dan dalam penelitian ini akan digunakan metode watershed. dalam metode ini terlebih dahulu ditentukan titik korespondensi pada masing-masing citra kandidat, kemudian daerah hasil korespondensi tersebut akan disegmen menggunkan metode watershed dan hasil segmentasinya digunakan untuk mencari region cut sebagai acuan penggabungan citra. proses penggabungan citra ini dsebut dengan mosaic panoramik. hasil dari penelitian ini menunjukkan citra panorama yang ideal dapat dperoleh dengan menggunakan citra masukan yang mempunyai kesamaan obyek dan titik korespondensi dipilih pada obyek yang sama diantara dua citra masukan tersebut.  kata kunci :citra panorama, mosaikpanoramik, metode watershed"
ANALISA VALIDITAS PENERIMA BEASISWA MENGGUNAKAN METODE ANALYTIC NETWORK PROCESS DAN TOPSIS, Hilmi Fairuz Abadi," Bain Khusnul K., S.T., M.Kom.","Firli Irhamni, S.T., M.Kom.","Beasiswa adalah pemberian berupa bantuan keuangan yang diberikan kepada perorangan yang bertujuan untuk digunakan demi keberlangsungan pendidikan yang ditempuh. program beasiswa diadakan untuk meringankan beban mahasiswa dalam menempuh masa studi kuliah khususnya dalam masalah biaya. fakultas teknik universitas trunojoyo memiliki program beasiswa yang harus diberikan kepada yang berhak menerima. diantaranya beasiswa bantuan belajar mahasiswa (bbm), beasiwa peningkatan prestasi akademik (ppa) dan setiap jenis beasiswa memiliki kriteria atau faktor bobot yang berbeda. tetapi dalam melakukan seleksi beasiswa tentu akan mengalami kesulitan karena banyaknya pemohon, banyaknya kriteria dan masih menggunakan cara manual yang mengakibatkan kurang efektifnya keputusan. untuk membantu dalam menetapkan seseorang yang layak menerima beasiswa maka dibutuhkan sistem pendukung keputusan. metode yang digunakan dalam penelitian ini adalah analytic network process (anp) dan technique order preference by similarity to ideal solution (topsis). pada penelitian ini akan diangkat suatu kasus yaitu menganalisa validitas alternatif terbaik penerima beasiswa berdasarkan kriteria-kriteria yang telah ditentukan dengan menggunakan metode anp kemudian dicari solusi pengurutan dengan menggunakan metode topsis. berdasarkan hasil uji coba sistem, terdapat perbedaan selisih hasil rekomendasi dari sistem terhadap data aktual pemenang beasiswa ppa jurusan informatika, yaitu 78,57%. sedangkan selisih hasil rekomendasi dari sistem terhadap data aktual pemenang beasiswa bbm jurusan informatika, yaitu 80,95%.  kata kunci: anp, topsis, mcdm, pengambilan keputusan multi kriteria, seleksi beasiswa."
"SISTEM PERAMALAN PENJUALAN JANGKA PENDEK SPARE PART SEPEDA MOTOR MENGGUNAKAN NEURAL NETWORK
(Studi Kasus : Suzuki Kemayoran Bangkalan)", Ana Qaimah L.M.D.R," Mula’ab, S.Si, M.Kom","Fika Hastarita R.,ST, M.Eng","Spare part merupakan salah satu bagian penting dalam pengoperasian mesin pada sepeda motor. peningkatan jumlah penjualan spare part yang tidak terduga saat proses tune-up menyebabkan kesulitan dalam pelayanan yang terbaik kepada konsumen. demikian juga sebaliknya, apabila terjadi penurunan jumlah penjualan spare part, maka akan menyebabkan penumpukan spare part di gudang. oleh karena itu diperlukan sistem peramalan yang mampu meramalkan penjualan spare part pada periode berikutnya. sistem peramalan ini menggunakan metode jaringan syaraf tiruan algoritma propagasi balik dengan momentum untuk meramalkan jumlah penjualan spare part  pada bulan berikutnya. data yang telah tersimpan dihitung menggunakan epoh dan learning rate yang berbeda. dari hasil uji coba system, maka dapat disimpulkan bahwa  dengan menggunakan semua data sebagai data training dan menggunakan learning rate 3.5 dan dengan epoh 200 akan menghasilkan tingkat kesalahan 0.0622716."
"PENGEMBANGAN MESIN PENCARIAN ANTIPLAGIASI PADA 
SIM JURNAL MAHASISWA MENGGUNAKAN ALGORITMA 
WINNOWING FUZZY K-MEANS", ilham wibisono aziz," Hermawan S.T.,M.Kom","Andharini Dwi Cahyani S.Kom.,M.Kom","Abstrak penjiplakan merupakan masalah yang sering muncul dan semakin berkembang terutama dalam bidang pendidikan. banyak karya tulis yang sebagian bahkan seluruh isinya dibuat dengan menjiplak dari karya tulis orang lain. untuk mengatasi masalah tersebut, salah satunya solusinya adalah dengan dibuatnya aplikasi yang dapat mengelompokan dokumen dan mendeteksi penjiplakan pada dokumen tersebut. pada tugas akhir ini dibuat aplikasi yang dapat mendeteksi penjiplakan antar dokumen yaitu dengan membandingkan antar dokumen. dalam melakukan pendeteksian penjiplakan dokumen digunakan algoritma winnowing. algoritma winnowing ini berfungsi untuk melakukan proses dokumen fingerprint, yaitu dengan merubah teks menjadi sekumpulan nilai - nilai hash. nilai hash ini yang akan digunakan untuk mendeteksi tingkat kesamaan antar dokumen. dalam hal pengelompokan dokumen dipergunakan algoritma fuzzy k-means. dari hasil uji coba aplikasi ini dapat diambil kesimpulan bahwa semakin besar nilai n-gram, basis, dan window maka semakin kecil hasil prosentase kemiripan antar dokumen yaitu dengan menghasilkan sebesar 4.17%, dan sebaliknya semakin kecil nilai n-gram, basis, dan window maka semakin besar  prosentase kemiripan antar dokumen yaitu dengan menghasilkan prosentase 98.49%. pada perhitungan nilai f-measure dipengaruhi oleh keakuratan data yang diproses. kata kunci : deteksi penjiplakan, cluster, f-measure"
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KARYAWAN BERPRESTASI DENGAN INTEGRASI FAHP dan ELECTRE II, Catur Ngesti Waluyo," Mula'ab,S.Si.,M.Kom","Riza Alfita, S.T., M.T",Sumber daya manusia mutlak dibutuhkan untuk kemajuan suatu perusahaan guna menjadikan perusahaan itu menjadi perusahaan yang maju dan tidak kalah bersaing dengan perusahaan lainnya. dalam hal ini maka dibuatlah sistem pendukung keputusan (spk) pemilihan karyawan berprestasi untuk mencari karyawan berprestasi. sistem pendukung keputusan (spk) ini menggunakan fahp dan electre ii. metode fahp merupakan metode yang cukup obyektif untuk proses penilaian berdasarkan hirarki kriteria yang digabungkan dengan konsep fuzzy sesuai kriteria penilaian kinerja karyawan perusahaan. setelah mendapat bobot dilakukan proses selanjutnya dengan menggunakan metode electre ii hingga mendapat karyawan berprestasi. untuk menjaga bahwa penilaian ini tidak berpihak kepada salah satu karyawan dan bebas intervensi dari karyawan maka perusahaan menggunakan pihak luar yang independen dan profesional untuk melakukan penilaian terhadap karyawan. hasil penilaian dari pihak luar yang berupa angka-angka kemudian oleh departemen sdm dilakukan penjumlahan nilai komulatif kriteria untuk mendapat karyawan terbaik tanpa ada prioritas kriteria yang lebih penting. dengan menggunakan metode fahp dan electreii hasil keluaran mendekati keakuratan dengan hasil yang diperoleh dari areal manager di banding dengan hitung manual perusahaan tanpa memperhatikan bobot kepentingan.
PENGELOMPOKAN KUALITAS KELAS PADA SISWA MENGGUNAKAN INDEKS DAVIES-BOULDIN SOM (SELF ORGANIZING MAP), Hamiyah," Bain Khusnul K,ST.,M.Kom","Firli Irhamni, ST, M. Kom","Abstrak data yang terdapat pada sma wachid hasyim 2 taman-sepanjang merupakan data siswa yang masih mentah sehingga data tersebut perlu diolah. pengolahan data dengan mengelompokan (clustering) data-data tersebut memiliki beragam metode salah satunya adalah som (self organizing map). untuk menvalidasi data setelah penggunaan distance matrix digunakan idb (indeks davies-bouldin). idb dalam som bertujuan untuk meningkatkan akurasi validasi hasil analisa data. pada akhirnya penganalisaan data dengan studi kasus sma wachid hasyim 2 taman-sepanjang ini bertujuan untuk mengetahui tingkat kemiripan siswa dalam satu kelompok (per kelas). metode som mampu mengelompokan data yang berdekatan untuk dicari kemiripannya berdasarkan pola. kemiripan data pada pengelompokan siswa yang dijadikan tiga cluster dengan learning rate 0.6 serta epoch 10, 20, 30  dengan mse terkecil = 41.42 di epoch 30 pada 245 data training. sedangkan yang dijadikan tiga sampai dengan sembilan cluster dengan learning rate 0.6 serta epoch 10, 20, 30 dengan mse terkecil = 25.04 di epoch 20 pada cluster  ke-4 dengan  245 data training. nilai terkecil pada pemvalidasian cluster dengan idb menggunakan tiga sampai dengan sembilan cluster pada 245 data training berada pada  cluster ke-9 dengan nilai idb = 37.44  dan hasilnya  kurang akurat karena kelas yang terbentuk hanya dua kelompok.   kata kunci:  clustering, som, eucledian distance, idb, sma wachid hasyim 2 taman-sepanjang"
APLIKASI CITRA MOSAIC PANORAMIC MENGGUNAKAN METODE SIFT (SCALE INVARIANT FEATURE TRANSFORM), Gendra Budiarti," Eza Rahmanita, ST, MT","Meidya Koeshardianto, S.Si, MT","Sebuah citra banyak diterapkan dalam berbagai aspek kehidupan, misalnya dalam bidang kedokteran untuk mengetahui bagian dalam tubuh manusia atau mendeteksi penyakit, dalam bidang geologi untuk memetakan suatu wilayah tertentu, dan lain sebagainya. oleh karena itu dibutuhkan suatu tampilan citra yang dapat merepresentasikan suatu obyek. namun batasan luas citra sering menjadi kendala dalam penerapan fungsi maupun manfaat citra itu sendiri. untuk itu diperlukan aplikasi penggabungan citra atau mosaic panoramic yang dapat memperluas tampilan citra, sehingga dapat lebih bermanfaat untuk memberikan informasi suatu obyek tertentu. pada penelitian ini menggunakan metode scale invariant feature transform (sift) untuk pendeteksian keypoint. jumlah keypoint dapat berubah berdasarkan nilai threshold yang ditentukan. dari 20 pasang citra yang diteliti, nilai threshold 0.1 pada 12 citra masukan jumlah keypoint yang berkesesuaian bernilai 0, sehingga tidak dapat dilakukan proses mosaic panoramic. pada nilai threshold 0.6 jumlah keypoint yang berkesesuaian bernilai sedang dan dapat menghasilkan citra hasil mosaic panoramic. sedangkan pada nilai threshold 0.9 jumlah keypoint yang berkesesuaian pada 14 pasang citra masukan atau 70% dari jumlah citra masukan semakin banyak ditemukan, sehingga  dapat dilakukan proses mosaic panoramic dan menghasilkan citra hasil mosaic panoramic yang lebih baik.  kata kunci:  mosaic panoramic, sift (scale invariant feature transform), keypoint"
